courseName,className,units,description,section,session,type,time,days,registered,instructor,location
CTWR-529,CTWR 529: Intermediate Screenwriting (2.0 units),(2.0 units),Emphasizes structural elements crucial to the feature film. Techniques for creating an original or adapted theatrical-length script.,19265D,37,Lecture,7:00-10:00pm,Wednesday,0 of 12,Siavash Farahani,SCA362
CTWR-529,CTWR 529: Intermediate Screenwriting (2.0 units),(2.0 units),Emphasizes structural elements crucial to the feature film. Techniques for creating an original or adapted theatrical-length script.,19266D,37,Lecture,7:00-10:00pm,Wednesday,0 of 12,Jarrett Golding,SCB304
CTWR-529,CTWR 529: Intermediate Screenwriting (2.0 units),(2.0 units),Emphasizes structural elements crucial to the feature film. Techniques for creating an original or adapted theatrical-length script.,19267D,37,Lecture,7:00-10:00pm,Tuesday,0 of 12,Martin Daniel,SCA216
CTWR-529,CTWR 529: Intermediate Screenwriting (2.0 units),(2.0 units),Emphasizes structural elements crucial to the feature film. Techniques for creating an original or adapted theatrical-length script.,19268D,37,Lecture,7:00-10:00pm,Tuesday,0 of 12,Tim Curnen,SCB101
CTWR-434,CTWR 434: Writing the Half-Hour Comedy Series (2.0 units&#44 max 6),(2.0 units&#44 max 6),Writing an episode of an existing half-hour comedy series&#44 with emphasis on the anatomy of a joke&#44 comedic structure&#44 and character.,19153D,1,Lecture,10:00-12:50pm,Monday,1 of 10,F J Pratt,SCB304
CTWR-435,CTWR 435: Writing for Film and Television Genres (2.0-4.0 units&#44 max 8),(2.0-4.0 units&#44 max 8),Preparation of proposals and scripts for different types of film or television programming: emphasis on conception&#44 structure&#44 characterization and format.,19213D,1,Lecture,7:00-10:00pm,Wednesday,4 of 10,,SCB101
CTWR-453,CTWR 453: Advanced Feature Rewriting (4.0 units&#44 max 8),(4.0 units&#44 max 8),An advanced workshop in which a feature length screenplay will be rewritten using a specific methodology that focuses on a macro to micro approach to revision.,19155D,1,Lecture,10:00-12:50pm,Tuesday,4 of 8,Maureen Yeager,SCA362
CTWR-477,CTWR 477: Staff Writing the Sketch Comedy Show (2.0 units&#44 max 6),(2.0 units&#44 max 6),Staff writing a sketch comedy show with emphasis on creating comedic characters&#44 political humor&#44 monologue writing&#44 and joke construction. A live show will be produced. Prerequisite: CTWR 404,19376D,1,Lecture,1:00-3:50pm,Monday,0 of 10,John Bowman,RZC117
CTWR-505,CTWR 505: Creating the Short Film (2.0 units),(2.0 units),Strengthening and deepening the ability to conceive and develop ideas that will lead to compelling&#44 authentic&#44 and personally meaningful films. Duplicates credit in CTWR 528.,19280D,37,Lecture,9:00-11:50am,Tuesday,0 of 12,Mark Shepherd,SCA342
CTWR-505,CTWR 505: Creating the Short Film (2.0 units),(2.0 units),Strengthening and deepening the ability to conceive and develop ideas that will lead to compelling&#44 authentic&#44 and personally meaningful films. Duplicates credit in CTWR 528.,19281D,37,Lecture,2:00-4:50pm,Tuesday,0 of 12,Rick Parks,SCA362
CTWR-505,CTWR 505: Creating the Short Film (2.0 units),(2.0 units),Strengthening and deepening the ability to conceive and develop ideas that will lead to compelling&#44 authentic&#44 and personally meaningful films. Duplicates credit in CTWR 528.,19282D,37,Lecture,9:00-11:50am,Wednesday,0 of 12,Paul Foley,SCA316
CTWR-505,CTWR 505: Creating the Short Film (2.0 units),(2.0 units),Strengthening and deepening the ability to conceive and develop ideas that will lead to compelling&#44 authentic&#44 and personally meaningful films. Duplicates credit in CTWR 528.,19283D,37,Lecture,2:00-4:50pm,Wednesday,0 of 12,Robert Ramsey,SCB101
CTWR-514B,CTWR 514b: Basic Dramatic Screenwriting (2.0 units),(2.0 units),Dramaturgy for the fiction and nonfiction work. Techniques for creating the original or adapted theatrical length script. b: Development of an outline and feature length&#44 original script. Open to graduate screenwriting (CNTV) and dramatic writing (Theatre) students only.,19233D,37,Lecture,1:00-3:50pm,Tuesday,0 of 7,Janet Batchler,SCA361
CTWR-514B,CTWR 514b: Basic Dramatic Screenwriting (2.0 units),(2.0 units),Dramaturgy for the fiction and nonfiction work. Techniques for creating the original or adapted theatrical length script. b: Development of an outline and feature length&#44 original script. Open to graduate screenwriting (CNTV) and dramatic writing (Theatre) students only.,19234D,37,Lecture,10:00-12:50pm,Tuesday,0 of 8,,SCB304
CTWR-514B,CTWR 514b: Basic Dramatic Screenwriting (2.0 units),(2.0 units),Dramaturgy for the fiction and nonfiction work. Techniques for creating the original or adapted theatrical length script. b: Development of an outline and feature length&#44 original script. Open to graduate screenwriting (CNTV) and dramatic writing (Theatre) students only.,19235D,37,Lecture,4:00-6:50pm,Tuesday,0 of 7,David Weber,SCA361
CTWR-514B,CTWR 514b: Basic Dramatic Screenwriting (2.0 units),(2.0 units),Dramaturgy for the fiction and nonfiction work. Techniques for creating the original or adapted theatrical length script. b: Development of an outline and feature length&#44 original script. Open to graduate screenwriting (CNTV) and dramatic writing (Theatre) students only.,19236D,37,Lecture,10:00-12:50pm,Tuesday,0 of 7,Morgan Land,SCA361
CTWR-515B,CTWR 515b: Practicum in Screenwriting (4.0 units),(4.0 units),Comprehensive re-writing of second and third drafts of a feature screenplay leading to a polished and professional piece.,19242D,37,Lecture,1:00-3:50pm,Thursday,0 of 7,Howard Rodman,SCA362
CTWR-516,CTWR 516: Advanced Motion Picture Script Analysis (2.0 units),(2.0 units),Critical analysis of the structure of films from the classics to current award winners. Students will learn how to identify key story concepts and break down three act structure in finished films and scripts.,19251R,37,Lecture,1:00-4:50pm,Tuesday,10 of 50,Irving Belateche,SCA110
CTWR-516,CTWR 516: Advanced Motion Picture Script Analysis (2.0 units),(2.0 units),Critical analysis of the structure of films from the classics to current award winners. Students will learn how to identify key story concepts and break down three act structure in finished films and scripts.,19252D,37,Lecture,1:00-4:50pm,Thursday,0 of 33,Thomas Abrams,SCA110
CTWR-519B,CTWR 519b: Thesis in Television Drama (4.0 units),(4.0 units),Part B -- writing the series bible and mid-season episode -- is part two of the television thesis course. Students develop their original series further by writing the bible for the series and the mid-season episode which is reflective of storylines&#44 characters and settings developed in part A of the course. Open to M.F.A. Writing for Screen and Television students only.,19246D,37,Lecture,1:00-3:50pm,Tuesday,0 of 6,David Balkan,SCA345
CTWR-533A,CTWR 533a: Writing the Feature Script (4.0 units),(4.0 units),Advanced screenwriting workshop. Development of characters and story to complete a treatment and first draft of a feature length script.,19276D,37,Lecture,1:00-3:50pm,Wednesday,0 of 10,Mark Harris,SCA342
CTWR-533B,CTWR 533b: Writing the Feature Script (4.0 units),(4.0 units),Advanced screenwriting workshop. b: Rewriting the first draft into a second draft through advanced work-shopping of script. A third draft polish is the final assignment.,19284D,37,Lecture,10:00-12:50pm,Monday,0 of 8,David Weber,SCB207
CTWR-537,CTWR 537: Advanced Half-Hour Comedy Series Pilot (4.0 units&#44 max 8),(4.0 units&#44 max 8),Development of an original half-hour comedy series; writing of the pilot episode and series bible. Prerequisite: CTWR 514a. Open only to master students in Theatre (Dramatic Writing) and Writing for Screen and Television.,19322D,37,Lecture,1:00-3:50pm,Friday,0 of 8,Mort Nathan,SCA362
CTWR-539,CTWR 539: Advanced Hour-Long Drama Series Pilot (4.0 units&#44 max 8),(4.0 units&#44 max 8),Development of an original one hour drama series; writing of the pilot episode and series bible. Prerequisite: CTWR 514a. Open only to master students in Theatre (Dramatic Writing) and Writing for Screen and Television.,19327D,37,Lecture,7:00-10:00pm,Wednesday,0 of 8,,SCA345
CTWR-539,CTWR 539: Advanced Hour-Long Drama Series Pilot (4.0 units&#44 max 8),(4.0 units&#44 max 8),Development of an original one hour drama series; writing of the pilot episode and series bible. Prerequisite: CTWR 514a. Open only to master students in Theatre (Dramatic Writing) and Writing for Screen and Television.,19328D,37,Lecture,4:00-6:50pm,Wednesday,0 of 8,Pamela Douglas,SCA310
CTWR-555,CTWR 555: Pitching for Film and Television (2.0 units),(2.0 units),Development and pitching of ideas for motion pictures&#44 episodic and television pilots. Reducing ideas to basic components; enhancing verbal presentation skills.,19295D,37,Lecture,7:00-10:00pm,Monday,4 of 12,Paul Foley,SCA342
CTWR-585,CTWR 585: Advanced Genre Writing (2.0-4.0 units&#44 max 8),(2.0-4.0 units&#44 max 8),Development and execution of writing in various genres of film&#44 television&#44 or new media scripts. Prerequisite: CTWR 514b.,19158D,37,Lecture,7:00-10:00pm,Monday,4 of 12 (3 on waitlist),,SCA216
CTWR-585,CTWR 585: Advanced Genre Writing (2.0-4.0 units&#44 max 8),(2.0-4.0 units&#44 max 8),Development and execution of writing in various genres of film&#44 television&#44 or new media scripts. Prerequisite: CTWR 514b.,19250D,37,Lecture,3:00-5:50pm,Monday,2 of 17,Sharon Greene,OFFICE
CTWR-585,CTWR 585: Advanced Genre Writing (2.0-4.0 units&#44 max 8),(2.0-4.0 units&#44 max 8),Development and execution of writing in various genres of film&#44 television&#44 or new media scripts. Prerequisite: CTWR 514b.,19387D,37,Lecture,10:00-12:50pm,Wednesday,0 of 8,Howard Rodman,SCB101
IML-140,IML 140: Workshop in Multimedia Authoring (2.0 units),(2.0 units),Introduction to the expressive potential of multimedia as a critical and creative tool&#44 supplementing traditional forms of academic work.,37405R,1,Lecture-Lab,4:00-5:50pm,Monday,2 of 20,Tatiana Mulry,SCIL105
IML-140,IML 140: Workshop in Multimedia Authoring (2.0 units),(2.0 units),Introduction to the expressive potential of multimedia as a critical and creative tool&#44 supplementing traditional forms of academic work.,37406R,1,Lecture-Lab,4:00-5:50pm,Wednesday,1 of 20,Marc Fernandez,SCIL104
IML-140,IML 140: Workshop in Multimedia Authoring (2.0 units),(2.0 units),Introduction to the expressive potential of multimedia as a critical and creative tool&#44 supplementing traditional forms of academic work.,37407R,1,Lecture-Lab,6:00-7:50pm,Wednesday,1 of 20,Marc Fernandez,SCIL104
IML-444,IML 444: Thesis Project II (2.0 units),(2.0 units),Production of a digital thesis project. Prerequisites: IML 441. Open only to Media Arts and Practice majors.,37444D,1,Lecture-Lab,4:00-5:50pm,Tuesday,9 of 12,Elizabeth Ramsey,SCIL106
IML-490,IML 490: Directed Research (1.0-8.0 units&#44 max 12),(1.0-8.0 units&#44 max 12),Individual research and readings.,37456D,1,Lecture,TBA,TBA,0 of 5,,OFFICE
IML-575,IML 575: Graduate Media Arts Research Lab (2.0-4.0 units&#44 max 8),(2.0-4.0 units&#44 max 8),A hands-on mentored graduate research lab experience within the context of media art and in association with a real-world project. Open only to graduate students.,37473D,37,Lecture-Lab,1:00-3:50pm,Wednesday,0 of 15,Scott Fisher,TBA
IML-590,IML 590: Directed Research (1.0-12.0 units),(1.0-12.0 units),Research leading to the masters degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,37480D,37,Lecture,TBA,TBA,0 of 5,,OFFICE
ASCJ-200,ASCJ 200: Navigating Media and News in the Digital Age (4.0 units),(4.0 units),Students will be engaged as discriminating media/news consumers and contributors. Emphasis on critical skills needed to understand&#44 employ&#44 enjoy and help shape our media landscape.,21911R,1,Lecture,11:00-12:20pm,Tue&#44 Thu,18 of 90,Alison Trope,ASC204
ASCJ-200,ASCJ 200: Navigating Media and News in the Digital Age (4.0 units),(4.0 units),Students will be engaged as discriminating media/news consumers and contributors. Emphasis on critical skills needed to understand&#44 employ&#44 enjoy and help shape our media landscape.,21912R,1,Lab,9:00-10:20am,Tuesday,2 of 18,,ANN309
ASCJ-200,ASCJ 200: Navigating Media and News in the Digital Age (4.0 units),(4.0 units),Students will be engaged as discriminating media/news consumers and contributors. Emphasis on critical skills needed to understand&#44 employ&#44 enjoy and help shape our media landscape.,21913R,1,Lab,12:30-1:50pm,Tuesday,6 of 18,,ANN408
ASCJ-200,ASCJ 200: Navigating Media and News in the Digital Age (4.0 units),(4.0 units),Students will be engaged as discriminating media/news consumers and contributors. Emphasis on critical skills needed to understand&#44 employ&#44 enjoy and help shape our media landscape.,21914R,1,Lab,4:00-5:20pm,Tuesday,6 of 18,,ANN406
ASCJ-200,ASCJ 200: Navigating Media and News in the Digital Age (4.0 units),(4.0 units),Students will be engaged as discriminating media/news consumers and contributors. Emphasis on critical skills needed to understand&#44 employ&#44 enjoy and help shape our media landscape.,21915R,1,Lab,9:00-10:20am,Thursday,0 of 18,,ANN309
ASCJ-210,ASCJ 210: Contours of Change in Media and Communication (4.0 units),(4.0 units),Provides an introduction to cultivating a curious&#44 critical&#44 and proactive approach to the challenges of social change. Students will be encouraged to develop an expansive and critical definition and understanding of change as it relates to the role of media and communication in producing and responding to political and cultural transformations that shape our status as citizens and our ideas of citizenship.,21920R,1,Lecture,9:30-10:50am,Tue&#44 Thu,6 of 50,Mark Lloyd,ASC231
ASCJ-210,ASCJ 210: Contours of Change in Media and Communication (4.0 units),(4.0 units),Provides an introduction to cultivating a curious&#44 critical&#44 and proactive approach to the challenges of social change. Students will be encouraged to develop an expansive and critical definition and understanding of change as it relates to the role of media and communication in producing and responding to political and cultural transformations that shape our status as citizens and our ideas of citizenship.,21926R,1,Discussion,10:00-10:50am,Wednesday,2 of 25,,ANN210
CMGT-501,CMGT 501: Communication Management Pro-Seminar (4.0 units),(4.0 units),Central issues of theory and practice in the management of communication; broad introduction to all areas of the program. Open to M.A. in Communication Management students only.,21702R,1,Lecture,2:00-4:50pm,Tuesday,40 of 40,Ben Lee&#44Brad Shipley,ASC231
